image;caption
3392019836.jpg; A couple gazes in awe at a display at a carnival
3392019836.jpg; There is a man in red and two children looking at a large , round , colorful wheel .
3392019836.jpg; Three people are standing at a carnival game .
3906958466.jpg; A group of women are performing on a basketball court floor .
3906958466.jpg; These seven dancers are wearing blue and white to match their team
3906958466.jpg; A group of young females wearing blue tank tops and white skirts all doing a synchronized cheer .
2599444370.jpg; Two dogs swimming in a pool .
2599444370.jpg; A dog and a cat are swimming in a swimming pool .
2599444370.jpg; Two black dogs are dog paddling in a sparkling blue pool .
3634200287.jpg; A man playing a bass on stage .
3634200287.jpg; A guitarist plays on stage with green lights behind him .
3634200287.jpg; A musician is playing an instrument on stage .
4805382038.jpg; A woman feeds pigeons in the park .
4805382038.jpg; A pigeon flies towards a woman who is surrounded by a flock of pigeons .
4805382038.jpg; A woman in a blue shirt is surrounded by pigeons as she sits on the grass .
96421540.jpg; Couple of people are standing in a forest looking at something on a man 's shirt .
96421540.jpg; A group of young people talking and laughing .
96421540.jpg; Five people stand in a circle and look at two men 's chests .
3157622277.jpg; A hockey fight .
3157622277.jpg; A fight breaks out at a hockey game .
3157622277.jpg; A referee tries to break up a fight between two players at a hockey game .
141364977.jpg; Two ladies dancing in a tavern .
141364977.jpg; Two dancers on stage in a club .
141364977.jpg; Two women wearing red and black , are being watched while in a red cage .
2192131110.jpg; kid swinging on a swing
2192131110.jpg; Person on swing
2192131110.jpg; A person swinging on a swing
4376363559.jpg; A man in a green coat checks the carriage equipment hooked up to his black horse .
4376363559.jpg; A man in a green jacket is looking after a black horse .
4376363559.jpg; A man in a dark green jacket is hitching a black horse to a black pole .
3759953984.jpg; A fruit and vegetable stand with two men in back of it .
3759953984.jpg; There are two market employees working at a farmer 's market amongst the fruits and vegetables .
3759953984.jpg; Fruit and Vegetable stand nicely arranged with two men in the back .
276058751.jpg; A man has stopped to collect his thoughts in the metro stairwell .
276058751.jpg; A man standing in a stairwell with a green strip on the wall .
276058751.jpg; A man with gray gloves holds his hands to his ears on a stairwell .
4864287224.jpg; A boy is filling a UNICEF bucket with water with an older boy , possibly an older brother .
4864287224.jpg; A young child is filling a bucket of water from a faucet .
4864287224.jpg; A boy getting water in a blue bucket .
3395866552.jpg; A football player in a green and gold uniform cradles the ball as he leaps over an opposing player .
3395866552.jpg; A football player wearing green and gold is running the football .
3395866552.jpg; A football player in a green jersey running with the ball .
3123463486.jpg; A dog runs
3123463486.jpg; A brown , black , and white dog runs along on the gravel .
3123463486.jpg; The brown , white and black dog runs on a gravel surface .
239051548.jpg; A man is at a dinner with friends .
239051548.jpg; People sit in a restaurant with tall ceilings and large windows drinking various wines and socializing .
239051548.jpg; People conversing in a busy restaurant .
2402762193.jpg; Women in a studio doing ballet .
2402762193.jpg; A group of teenage girls in a ballet class are doing their barre exercises .
2402762193.jpg; Several girls in ballet outfits posing at a balance bar .
4511684396.jpg; An older man with gray hair wearing a black jacket paints three different pictures of an older man .
4511684396.jpg; A main painting a picture in the street .
4511684396.jpg; A man with a beard painting .
196176872.jpg; A man with a black helmet on smokes a cigarette while he drives his motorcycle in traffic .
196176872.jpg; A man with a cigarette in his mouth is riding a motorcycle .
196176872.jpg; A man on a motorcycle with a cigarette
2975018306.jpg; A brown dog with his tongue out looks at the camera .
2975018306.jpg; A brown dog is licking its nose .
2975018306.jpg; A brown dog is on the green grass .
4467223071.jpg; three people walking up stairs and two additional people standing on a ledge
4467223071.jpg; People mount a broad , outdoors staircase to street level .
4467223071.jpg; People walk up steps from a large subway station while others stare from the ledge above them .
2416297261.jpg; A couple is having lunch along with wine in a bar-style restaurant .
2416297261.jpg; Deli workers hand paper plates of food across a counter to customers .
2416297261.jpg; A group of people being served at a wine and food bar .
2191453879.jpg; A boy with red shoes runs across a field .
2191453879.jpg; A young boy running on a field
2191453879.jpg; Little boy in blue shirt and gray shorts running at a park .
5021506238.jpg; A group of men are on scaffolds painting a wall .
5021506238.jpg; 3 men painting a wall of a building while standing on a scaffolding .
5021506238.jpg; Three men paint the side of a large structure white using scaffolding .
5876512276.jpg; A group of humans are circled around on a dance floor while they listen to a band and dance .
5876512276.jpg; A crowd of people dance in a circle on the dance floor as a band plays on the stage .
5876512276.jpg; A large group of people are gathered in two slightly misshapen circles , in front a stage where a band is performing .
543940240.jpg; four children are playing on a trampoline .
543940240.jpg; Children are jumping up and down inside a caged trampoline beside a building .
543940240.jpg; Four kids are jumping on a trampoline .
4533796266.jpg; A smiling man with a beard holds up a poster showing an abstract elephant cartoon painted in horizontal rainbow stripes .
4533796266.jpg; A man in a blue shirt is smiling and holding a sign .
4533796266.jpg; A man holding a sign of a rainbow elephant .
4313861353.jpg; Two guys on a couch , one is looking up the other is looking away with a cup in his hand .
4313861353.jpg; One man is sleeping on a couch and the other is smiling .
4313861353.jpg; Two men together , one watching , one resting .
3302804312.jpg; A brown dog is running by a wooden fence with a ball in its mouth .
3302804312.jpg; A brown and white dog runs beside a wooden fence with a tennis ball in his mouth .
3302804312.jpg; A brown and white dog runs with a tennis ball in its mouth .
90011335.jpg; A lone boat sitting in the water .
90011335.jpg; This is a boat on the water with mountains in the background .
90011335.jpg; A boat on the water .
4485090958.jpg; A view of a woman wearing a striped skirt and jacket facing away standing in front of a colonnaded building .
4485090958.jpg; A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps .
4485090958.jpg; A woman in a diagonal black and white striped skirt carries her bags toward a building with people sitting and leaning against the steps and railing .
5526668006.jpg; A person is snowboarding on a bright day .
5526668006.jpg; A snowboarder seemingly suspended in midair .
5526668006.jpg; A person is jumping on a snowboard on a snowy hill with several trees in the background
4483989917.jpg; An asian person is talking on a cellphone on the street while wearing a blue coat .
4483989917.jpg; This person is walking down the street and talking on their cellphone on a windy day .
4483989917.jpg; A woman in a jacket with a fur hood is talking on her cellphone .
3583092048.jpg; A woman in a black and blue outfit is dancing in the street with a woman in a black and red outfit .
3583092048.jpg; 2 ladies one has her hands on her hips smiling and the other one is holding something up with her other hand behind her .
3583092048.jpg; Two women with short hair and miniature hats put on a show in public .
4764047623.jpg; A man and woman looking out over the water while a boat goes by .
4764047623.jpg; A man and a woman standing on a bridge look across the water at a boat .
4764047623.jpg; A man and a woman with a head covering are on a bridge looking at the water and a boat .
4544229876.jpg; Two women are waiting outside a building while a man in black carries a large bouquet of flowers somewhere .
4544229876.jpg; Two women in white shirts are standing outside in front of a large tan building .
4544229876.jpg; Two women , both wearing white coats , are standing outside a large framed doorway .
4443934130.jpg; A man in a sweatshirt and jeans is riding a bicycle holding some long thin planks of wood
4443934130.jpg; A man is riding a bicycle while holding lumber .
4443934130.jpg; A man in rides bicycle carrying pipes in his hand .
3970655283.jpg; Four men play music together .
3970655283.jpg; The four musicians are getting ready to play their instruments .
3970655283.jpg; Musicians preparing to entertain people in a club .
3687062281.jpg; Two people sit at a table outside against a wall and make faces .
3687062281.jpg; Two older people sit at an outdoor cafe table .
3687062281.jpg; A man and a woman are sitting at a small metal table .
486917990.jpg; A person wearing a white hat climbs a rock .
486917990.jpg; Someone climbs a rocks .
486917990.jpg; A rock climber ascends .
24772114.jpg; construction worker working on a structure
24772114.jpg; A construction worker is bent over the beams concentrating on his work .
24772114.jpg; A construction worker wearing jeans , a white shirt with a black stripe , and a white hard hat repairing something .
4262694145.jpg; A man and a woman leaping in the snow and wearing snowshoes .
4262694145.jpg; Their are two people one young and one older and they are skiing .
4262694145.jpg; A young woman with brown hair and an elderly man with gray hair and a sweater jump in the air on a snowy hill with snowshoes on their feet .
97748313.jpg; A lady selling her produce from her garden .
97748313.jpg; An ethnic street vendor smiles as he displays his vegetables and smokes a cigarette .
97748313.jpg; A man is selling vegetables at an outdoor market .
7621713378.jpg; A group of men do gymnastics on the beach while a crowd watches .
7621713378.jpg; A crowd gathers along the handrail of a boardwalk to watch young men leap into the air on the beach sand .
7621713378.jpg; Two women - one in a tan jacket , the other in a blue jacket - are taking photographs of three male street performers , as onlookers watch .
3341477531.jpg; The skateboarder enjoys night skating at the skate park .
3341477531.jpg; A shirtless man is doing a skateboard trick .
3341477531.jpg; A shirtless man skateboards on a ledge .
4620028074.jpg; a woman with a gray shirt and blue jeans sitting by the water
4620028074.jpg; A woman in gray sits and overlooks her similarly gray surroundings .
4620028074.jpg; A woman with a ponytail sitting on concrete watching the water .
554774472.jpg; Two children play in the water of an above-ground pool .
554774472.jpg; Two little girls playing in the pool .
554774472.jpg; The children play in the pool .
40464580.jpg; A man with a gray and orange hat and a blue sweater is smiling next to a pole .
40464580.jpg; An older man in a blue jacket and a hat is posing for a picture .
40464580.jpg; A black man wearing a knit hat patterned with snowflakes smiles slightly .
4972129585.jpg; A group of men sits around a table .
4972129585.jpg; A group of men gathered around a table preparing to play a card game .
4972129585.jpg; Seniors gathered around a table .
4271560578.jpg; A man is doing tricks on a bike and is very high in the air .
4271560578.jpg; A man on a bicycle , wearing an all black outfit , looks as though he 's hanging in midair over a bridge .
4271560578.jpg; A stunt bicyclist performs an aerial trick before a city skyline .
2054584135.jpg; A long trail of many trees draws a path for a walker .
2054584135.jpg; There is a person walking down a tree lined street with snow scattered about .
2054584135.jpg; A man is walking on a snow-covered path in the woods .
83292701.jpg; Two children wearing striped sweaters and black pants tussle outdoors near a play set .
83292701.jpg; Two boys playing together at a playground .
83292701.jpg; Two young boys playing in a dirt top playground .
6617357521.jpg; A guy with glasses , jean shorts , and converse sneakers is fixing a bike .
6617357521.jpg; A man adjusts his bicycle .
6617357521.jpg; A man in a blue shirt fixing a bicycle in a yellow room .
103195344.jpg; A man in black is sitting next to a modern art structure in front of a glass building .
103195344.jpg; A man sits and reads a newspaper by a sculpture outside of an office building .
103195344.jpg; A man sitting in front of a metal sculpture in front of a building .
2280437733.jpg; bob dylan is performing with two backup singers
2280437733.jpg; Two women and a man sing and dance on stage in front of their band .
2280437733.jpg; Here is Rod Stewart in Concert singing Live with Pat Benatar .
3711340791.jpg; A worker is power-washing while hanging from a wire on the outside of a building .
3711340791.jpg; A man in an orange hard hat and orange protective clothing is suspended from a building , cleaning a part of the building .
3711340791.jpg; An ariel view of a man in an orange hard hat and harness fixing something that is up above the city behind him with some kind of tool .
4887472414.jpg; A brown cat is sitting on top of an old car .
4887472414.jpg; View from behind a tree of a dark-colored cat on the roof of a light gray automobile .
4887472414.jpg; A calico cat sits on top of a white vehicle parked in the woods .
4768834139.jpg; A woman with blond-hair and blue jacket is kneeling in front of a loom with blue , yellow , purple and black yarn .
4768834139.jpg; A woman knits a colorful textile .
4768834139.jpg; A blond girl wearing a blue hat is working with yarn .
3525417522.jpg; A small dog running in grass .
3525417522.jpg; A small brown dog runs through the grass in front of another dog and their owners .
3525417522.jpg; A small dog leaping , but not very high .
7312171080.jpg; A lady in a sparkly dress is playing guitar and singing into a microphone .
7312171080.jpg; A woman is singing and playing an guitar , dressed in a very glittery dress .
7312171080.jpg; A woman wearing a sparkly dress with a pink heart with the number 10 on it is singing and playing the guitar in front of a white screen .
3019776218.jpg; A young boy talking on a cellphone laying next to a dog .
3019776218.jpg; Child laying next to a dog while looking at a phone .
3019776218.jpg; A young boy playing next to a sleeping dog on the floor .
2341757202.jpg; A child in white shirt , blue shorts , and shin guards throws a pink soccer ball .
2341757202.jpg; A child runs with a bright pink ball in a field near a street .
2341757202.jpg; A girl footballer stands near a fence about to toss the ball back into play .
695851277.jpg; A man stands next to a display of large yellow fruits at an outdoor market .
695851277.jpg; A man in a work outfit holding a fruit getting ready to process or prepare it .
695851277.jpg; Man standing between two large piles of coconuts with their green husks still on .
4614283206.jpg; A meeting room with a large screen , several people talking , and computers .
4614283206.jpg; four people talking in a presentation room .
4614283206.jpg; Four people , two of whom can be seen wearing conference badges , are grouped around a long table with several laptops on it .
2721786210.jpg; A group of five men are walking along some snowy railroad tracks .
2721786210.jpg; a crowd of people walking in the snow .
2721786210.jpg; A group of men walks next to train tracks that are covered in snow .
4218554553.jpg; A man and woman dressed in black coats walking a dog down the sidewalk carrying shopping bags .
4218554553.jpg; A man and a dog are walking in the street .
4218554553.jpg; Two people and a dog walk by a green and brown building .
6294582746.jpg; A woman in a black and red accented outfit is running across a bridge in nature .
6294582746.jpg; The blond woman runs beside the lush vegetation .
6294582746.jpg; A very fit woman runs with foliage in the background .
2464118785.jpg; A woman is attempting to knock over a glass by throwing a potato .
2464118785.jpg; A lady throwing an object at a target trying to win a prize at a carnival .
2464118785.jpg; A line of people at a carnival game , with one woman failing her right arm .
3080891382.jpg; Two children stand and whisper to each other as another looks on .
3080891382.jpg; A child covers their mouth as they whisper to a friend .
3080891382.jpg; two young children wearing wool caps and mitten covering their mouths while whispering to each other .
5420247403.jpg; A guy pointing at a tree , snowy environment .
5420247403.jpg; A man in a red winter hat is wearing snowshoes while looking at a green pine tree .
5420247403.jpg; Three people looking at something in the snow near a tree .
3104909823.jpg; Tourists pose for camera at night .
3104909823.jpg; Two men stand outdoors in the city night .
3104909823.jpg; Two men dressed jackets and hats are standing on a terrace
4106150526.jpg; Several men , including one in a uniform with a white hat , are looking down a busy street as a pedestrian and pedaled passenger vehicle go by .
4106150526.jpg; A busy Eastern market , with a man in uniform in the middle .
4106150526.jpg; Pedestrians and bicycle taxis at a market .
565605894.jpg; A girl is hanging from metal rings .
565605894.jpg; a girl wearing pink hangs on the hoops .
565605894.jpg; A young girl reaches for playground rings with determination in her eyes .
3691288174.jpg; A street performer is entertaining a gathered audience with the help of a young boy .
3691288174.jpg; A juggler and a boy in a top hat with a sword stand in front of a crowd .
3691288174.jpg; The people are getting ready for the show to begin .
4533479526.jpg; Children use crayons to color sheets of paper .
4533479526.jpg; A young boy in a orange and black striped long-sleeved shirt , coloring .
4533479526.jpg; A group of kids are coloring on coloring sheets with crayons while seated a table .
6847096860.jpg; Two guys mounting a box on a railing .
6847096860.jpg; A man is watching another man drill a hole in a pipe .
6847096860.jpg; A man uses a drill while a second man looks on .
14264287.jpg; Little boy with flour on his face .
14264287.jpg; A young boy with flower on his face mixes dough in a striped shirt , overalls and an apron .
14264287.jpg; A little boy standing up with his hands in a bowl .
5526034.jpg; mechanics preparing a plane for departure .
5526034.jpg; A crew gets a plane ready to take off .
5526034.jpg; Groupe Air France prepares one of the airplanes for flight .
4077359929.jpg; a man in a white shirt leaning over a computer .
4077359929.jpg; Woman and man showing an image on a laptop .
4077359929.jpg; A man and a woman are talking in a conference room .
171132928.jpg; Two men are standing by a red door .
171132928.jpg; A man is walking into a building .
171132928.jpg; A man is looking at another man .
3063054647.jpg; Two children walking on a wooden path through the woods .
3063054647.jpg; Two young children , a boy and a girl , are walking down a wooden walkway through the woods .
3063054647.jpg; A young boy and girl are walking along a wooden path in the middle of grass and trees .
4433821033.jpg; A snowboarder descends a steep snowbank .
4433821033.jpg; A snowboarder , wearing a blue jacket and green pants , snowboards down a hill .
4433821033.jpg; A person equipped in snow protective gear is going down a snowy hill on a snowboard .
265086707.jpg; A boy in a black tank top is hammering a nail into a piece of wood .
265086707.jpg; A young smiling black man is hammering a nail in a piece of wood in front of a shed .
265086707.jpg; One smiling person wearing a black sleeveless shirt is hammering a nail into a piece of wood .
23922298.jpg; A redheaded woman is sitting in front of a chain link fence and has two men on either side of her .
23922298.jpg; People talking outside drinking beer .
23922298.jpg; People are sitting down and talking in the shade .
3576445378.jpg; A group of men are sitting and standing a courtyard , some of them are reading books and some are talking .
3576445378.jpg; A man is watching another man doing something at a table .
3576445378.jpg; People gathered around a guy sitting on a table .
4361644383.jpg; A group of people are walking down the sidewalk in the snow all wrapped up because of the cold weather .
4361644383.jpg; A group of skiers walk across a snow covered sidewalk .
4361644383.jpg; Kids carry their ski 's down the street .
3564335184.jpg; An elderly lady walks outside with a cane .
3564335184.jpg; An old woman wearing a black scarf is walking with a cane down the sidewalk .
3564335184.jpg; The person walked with the support of a cane while dressed in a dark robe from head to toe .
58198686.jpg; A blond child walking on a beach .
58198686.jpg; A small child in a sweater , jeans and rain boots walks along the beach .
58198686.jpg; A little girl is walking by the beach in blue and red rain boots .
3395173129.jpg; The two men and one woman wearing jackets are standing in front of a white and blue building .
3395173129.jpg; Three people in coats stand in front of a blue building .
3395173129.jpg; The man on the left is looking at the woman and the man .
515755283.jpg; Two men in red berets pose with a motorcycle cop .
515755283.jpg; A police officer posing with two army officers beside his motorcycle .
515755283.jpg; Three police officers next to a police motorcycle .
3963038375.jpg; A man in a blue shirt ties a knot in a blue rope .
3963038375.jpg; Man in a blue shirt playing with ropes in a wooded area .
3963038375.jpg; A man is hooking himself up to the tether line in order to have some fun .
4199552427.jpg; A child wearing a red winter hat is standing in the snow holding a snow shovel with a red handle .
4199552427.jpg; A little boy in a red hat is having fun playing in the snow .
4199552427.jpg; A little kid with a red hat is holding a shovel in the snow .
4420802292.jpg; A man is paint a picture of a landscape .
4420802292.jpg; A man painting a picture of a tree and a turtle with a backwards cap on .
4420802292.jpg; A man concentrates to paint details .
3497590041.jpg; A lady in a yellow tank and black pants is running in a marathon .
3497590041.jpg; A female athlete is racing ahead in a jogging suit and tennis shoes .
3497590041.jpg; A woman in a yellow shirt and black pants is running .
4783274856.jpg; An older woman in a kimono is listening to something with headphones .
4783274856.jpg; An elderly Asian woman wearing a white kimono is listening to something .
4783274856.jpg; A woman in a white kimono wears an earbud headphone in her left ear .
3247865401.jpg; A Male wearing dust covered clothing is lying on the ground on a dusty road .
3247865401.jpg; A man is lying down in the middle of a dirty alley .
3247865401.jpg; Man in dirty clothes on the ground between two buildings .
2405599120.jpg; A baby on a floor with an overturned basket and articles on the floor .
2405599120.jpg; A baby plays near an overturned basket of diapers .
2405599120.jpg; a young baby sitting in the middle of the floor surrounded by clean diapers
3616808182.jpg; The biker is riding down a grassy mountainside .
3616808182.jpg; Extreme downhill mountain biking .
3616808182.jpg; Cyclist biking down a steep path .
2506113060.jpg; A woman stoops next to a small boy in a sunhat on a playground structure .
2506113060.jpg; The Mother and her child loves to play at the park .
2506113060.jpg; A woman is watching a child while he sits on tires .
6521812555.jpg; A young musician plays her guitar and sings .
6521812555.jpg; A young woman playing guitar and singing on a stage .
6521812555.jpg; A young lady is playing a guitar and singing .
3356901257.jpg; A dog playing ball in the sand .
3356901257.jpg; A brown dog on the sand .
3356901257.jpg; A dog is jumping up for the ball while playing catch in the sand .
571507143.jpg; four children are playing in a water fountain .
571507143.jpg; Children are playing outside in a fountain .
571507143.jpg; Five children are being sprayed by a water fountain
6141981912.jpg; A soccer player quickly puts the ball back into play as a an opposing player marks him closely .
6141981912.jpg; Two men are playing a sport similar to soccer , with one in red trying to pass the defender in blue .
6141981912.jpg; A group of men are playing soccer .
171134073.jpg; A man in khakis is standing in a doorway .
171134073.jpg; A man in a blue shirt is standing in a doorway .
171134073.jpg; A Mexican man going to dig up the dirt for plants in the field .
4117282478.jpg; A soldier stands in front of a portrait .
4117282478.jpg; A young man in a foreign military outfit .
4117282478.jpg; A solider wearing a hat is getting his picture taken .
6924508104.jpg; Two go-cart drivers are racing on the racetrack .
6924508104.jpg; Two people are racing go-carts .
6924508104.jpg; Race car driver focused on driving his vehicle .
3204525212.jpg; A large dog and a small dog stand next to the kitchen counter to investigate .
3204525212.jpg; The dogs are begging at the kitchen counter .
3204525212.jpg; a small black and white dog standing next to a large black dog both looking up onto a counter .
7292157214.jpg; An entertainer hyping up the crowd .
7292157214.jpg; A man is lead singer in a band at an outdoor venue .
7292157214.jpg; A singer in a white coat singing into the microphone .
4060351788.jpg; A woman wearing glasses and a pink shirt is smiling while kneeling and wiping the floor with white towels .
4060351788.jpg; Smiling woman on her hands and knees , cleaning a carpet .
4060351788.jpg; A kindly faced woman cleans the floor of her living room .
392950732.jpg; Three men are in a kitchen , and one is making a pizza
392950732.jpg; Two cooks in a restaurant kitchen are watching the third cook make pizza dough .
392950732.jpg; Two employees look on as another employee is tossing dough in a commercial kitchen .
4540467837.jpg; A Large statue in the middle of a park and in front of a large , historic building .
4540467837.jpg; A large gray statue in front of a big building .
4540467837.jpg; A statue and trees in a plaza in front of a building with people walking past .
4766767528.jpg; A man is selling items on a street .
4766767528.jpg; A street merchant selling goods from underneath an umbrella .
4766767528.jpg; A man standing at a table selling things .
4764008740.jpg; An older woman sits on a ledge in front of the closed window of a stone building .
4764008740.jpg; There is an older woman sitting on the side of a dingy building .
4764008740.jpg; An elderly woman sitting in the window of a stone building
1698837338.jpg; Carnivals are especially when visiting other countries .
1698837338.jpg; A beautiful long-haired blond girl dressed in a blue and green bikini walking down a street
1698837338.jpg; A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch .
241347356.jpg; A football player tries diving after another player .
241347356.jpg; Football player tackling another player in a football game .
241347356.jpg; The red football player is grabbing the purple and white player 's leg to try and stop him .
1067790824.jpg; A white and black dog and a brown dog in sandy terrain .
1067790824.jpg; The two large dogs are running through sand .
1067790824.jpg; Two large dogs chasing each other at the beach .
1622115176.jpg; A young child stands on top of a small disc on the ground .
1622115176.jpg; A young child wearing green shoes , red pants , a blue shirt , and a blue hat stands on top of a circle that is on a cracked piece of concrete .
1622115176.jpg; A kid with Green shoes , red shorts , and a blue hat and shirt stands on a stretch of pavement .
4936992807.jpg; A man is browsing things for sale on the street .
4936992807.jpg; A man in a green jacket looks intently .
4936992807.jpg; An older man wearing a vest looking into a dumpster .
3143032614.jpg; A group of tourists are exploring the sight .
3143032614.jpg; A group of people going for a hike .
3143032614.jpg; A small group of adults and children are standing on a dirt trail on a hill .
6320911874.jpg;" A man in a white t-shirt and blue jeans does a skateboard trick in front of colorful graffiti reading "" Having fun is the worst """
6320911874.jpg; A man with a brimmed hat is skateboarding near some graffiti
6320911874.jpg; A person in a hat is skateboarding and there is graffiti behind them .
565314823.jpg; an asian marching band or a parade .
565314823.jpg; A group of people with instruments are standing in the middle of a street .
565314823.jpg; A youth marching band in blue jackets holding up their instruments during a parade .
3082934678.jpg; Two yellow dogs are running side by side down a road .
3082934678.jpg; Two dogs run down the road .
3082934678.jpg; two tan dogs running along a concrete path together .
3670974981.jpg; An athletic woman sprints off the starting blocks on a track .
3670974981.jpg; This picture is of a girl running in a race or on a track .
3670974981.jpg; A female athlete gets ready to run .
311619377.jpg; A woman looks at a plate filled with steam .
311619377.jpg; The woman is looking at a smoky exhibit .
311619377.jpg; A woman stands and watches incense burn with the smoke billowing .
4468542868.jpg; A man and a woman perform a dance .
4468542868.jpg; A male and a female in lightly colored clothing are dancing .
4468542868.jpg; A female dancer stands on-stage behind a male dancer and both extend their left arm .
7057098661.jpg; Two men dressed in medieval theater garb simulate a brawl .
7057098661.jpg; Two boys wearing costumes , playing with swords .
7057098661.jpg; Two men in medieval garb are sword fighting .
4842066356.jpg; A male and three females are looking over a windowed ledge at a body of water .
4842066356.jpg; A couple and two girls are looking over a clear railing .
4842066356.jpg; Four people enjoying the view .
7284553600.jpg; A BMX biker performing a trick as he flies through the air .
7284553600.jpg; A man in a yellow shirt is trying to perform a trick on a bicycle .
7284553600.jpg; A biker wearing a yellow shirt pulls of an incredible trick in the air .
55389857.jpg; A man is working in an art studio and is surrounded by art supplies .
55389857.jpg; A wood craftsmen working at his bench .
55389857.jpg; a man creating a piece of art made of wood
178977151.jpg; Kids with colorful clothes on are playing .
178977151.jpg; Three children in costumes play on a carousel .
178977151.jpg; Foreign kids playing on some type of statue or monument .
446908917.jpg; Older woman exits popup trailer hooked to red van .
446908917.jpg; A woman in a light purple shirt is walking next to a maroon van with a motor home behind it at a campground .
446908917.jpg; A woman stands next to a trailer and a red car .
141329248.jpg; Two girls sitting by the water .
141329248.jpg; These ladies both have blondish hair .
141329248.jpg; Two girls sitting outside by a body of water .
6284697322.jpg; Three children writing intently in a classroom .
6284697322.jpg; A woman is taking notes in her notebook .
6284697322.jpg; A young girl in a blue shirt is writing with a pencil in a notebook .
3495815292.jpg; A man with red-hair dressed in a reflective jacket leans against a wooden railing .
3495815292.jpg; A man in a yellow jacket leaning on a railing .
3495815292.jpg; A man with red-hair leans against a brown fence .
6353806575.jpg; A man studies a glass beaker .
6353806575.jpg; A scientist really deep into his experiment .
6353806575.jpg; Middle-aged man with brown hair focuses on measuring substance in beaker in a lab .
485296499.jpg; Several people browse through books at a store with a tile floor .
485296499.jpg; The men are checking out magazines in a newsstand .
485296499.jpg; A couple walks down an isles at a store selling art and history books .
2826769554.jpg; A wet , blond dog carries a stick on the shore .
2826769554.jpg; The wet , brown dog has a stick in his mouth and is running in the sand next to the water .
2826769554.jpg; A dog bounds across the sandy beach with a stick in his mouth and water splashing off his paws .
4678920190.jpg; Asian city scene of people in street with bright lights and glass buildings behind .
4678920190.jpg; A large group of people walking in a busy city at night .
4678920190.jpg; A crowded street , in an Asian country , where the buildings are dominated by the Seiko building .
3444974984.jpg; An elderly woman is reading a paper in an office .
3444974984.jpg; An older woman is drinking tea and reading a newspaper .
3444974984.jpg; A woman read the paper and drinks from a coffee cup in front of an art gallery poster .
4609961499.jpg; A child riding a bike with his hands up in the air while wearing a one dollar lemon sign with a line of people behind him .
4609961499.jpg; A boy is riding a bicycle with no hands near a group of people .
4609961499.jpg; A boy rides a bicycle down the street wearing a large yellow lemon-shaped sign while a multitude of people wait in line on the sidewalk .
3020578684.jpg; A group of people in an office contemplating .
3020578684.jpg; Four men concentrating in an office setting .
3020578684.jpg; There are five men in a work office looking at each others computers .
4608727143.jpg; A woman in a raincoat leans against an enclosure for a subway stairs in New York City
4608727143.jpg; A female is looking out onto a New York City street .
4608727143.jpg; A lady looking across a busy street .
2814037463.jpg; A woman wearing a floral dress sits as a finger is pointed at her .
2814037463.jpg; A woman has a finger pointing in her face .
2814037463.jpg; A woman sits at a table near a window , with a plate and glass in front of her .
2224450291.jpg; A man taking a picture with a silver camera .
2224450291.jpg; A man in a tropical enviorment holding a camera to his face .
2224450291.jpg; Man in a blue shirt with a camera .
4081110739.jpg; A man and two children standing on a deck and looking out .
4081110739.jpg; An old man and two kids are on the porch looking over the railing
4081110739.jpg; a man with two blond children looking at a house over a rail in autumn .
2965604928.jpg; A dog runs through a field .
2965604928.jpg; A greyhound is active in a grassy field .
2965604928.jpg; A gray dog runs in a grassy field .
63791636.jpg; A narrow cobblestone alley between two buildings .
63791636.jpg; People walk down a narrow alleyway between tall brick buildings .
63791636.jpg; A man in a white shirt is seen down a narrow , brick alley .
243711191.jpg; Man in jeans sweeping the dirty sidewalk .
243711191.jpg; A man with dirtied pants is sweeping the road with a red broom .
243711191.jpg; A Man sweeping the cement ground .
2271671533.jpg; A hiker is walking in the snow with a snow covered mountain behind them .
2271671533.jpg; An adult hikes in the snow with a mountain in the background .
2271671533.jpg; A person stands in the snow at the bottom of a snow covered mountain .
3256456935.jpg; The girl with the red belt is kicking a pad that the person in black is holding .
3256456935.jpg; A girl in martial arts class is kicking a dummy .
3256456935.jpg; A young girl in martial arts class kicks a bag .
2056041678.jpg; A lone hiker is sitting on a rock on a snowy mountain trail .
2056041678.jpg; A man descends a snowy mountain .
2056041678.jpg; The person is in the snowy mountains .
2052102628.jpg; A man observes collected belongings that are scattered about the beach .
2052102628.jpg; A man stands on top of a large pile of rocks with a bicycle and wagon in the foreground .
2052102628.jpg; A man stands on the rocks overlooking a bike with a hitch .
4695761782.jpg; A fashionable young woman walking through green-houses .
4695761782.jpg; A woman walking down a street .
4695761782.jpg; Brown-haired woman walking and staring at camera .
116382784.jpg; A young village girl is making a funny face while buying goods at a market .
116382784.jpg; The asian girl behind the fruit stand is having a surprised look to a camera .
116382784.jpg; The woman with the hat is selling some fruits and root crops .
3724759125.jpg; A boy on a play horse at the park points to the slide .
3724759125.jpg; A young fair-skinned boy rides a play horse at a playground .
3724759125.jpg; A little boy is riding a mechanical horse at the playground .
2035511078.jpg; Two older women and a child all wearing white dresses with patterned designs sit in chairs in front of a treeline .
2035511078.jpg; Three females , all wearing the same type of white , but colorful dress , sitting down , looking radiant .
